CD_GEOCMU,API,SAPI
4300406,Área Oeste do RS,Subárea de Uruguaiana
4317103,Área Leste do RS,Subárea de Bagé
4322400,Área Oeste do RS,Subárea de Uruguaiana
4317301,Área Leste do RS,Subárea de Pelotas
4306601,Área Leste do RS,Subárea de Bagé
4318309,Área Leste do RS,Subárea de Bagé
4316402,Área Oeste do RS,Subárea de Santa Maria
4301602,Área Leste do RS,Subárea de Bagé
4303004,Área Leste do RS,Subárea de Pelotas
4314605,Área Leste do RS,Subárea de Pelotas
4318002,Área Oeste do RS,Subárea de Santiago
4304507,Área Leste do RS,Subárea de Pelotas
4310603,Área Oeste do RS,Subárea de Santiago
4306908,Área Leste do RS,Subárea de Pelotas
4318200,Área Leste do RS,Subárea de Pelotas
4315305,Área Oeste do RS,Subárea de Uruguaiana
4302808,Área Leste do RS,Subárea de Bagé
4109401,Área de SC e PR,Subárea de Cascavel
4127502,Área de SC e PR,Subárea de Ponta Grossa
4315602,Área Leste do RS,Subárea de Pelotas
4311502,Área Leste do RS,Subárea de Bagé
4302303,Área Leste do RS,Subárea de Pelotas
4209300,Área de SC e PR,Subárea de Florianópolis
4301305,Área Leste do RS,Subárea de Pelotas
4318101,Área Oeste do RS,Subárea de Uruguaiana
4104907,Área de SC e PR,Subárea de Ponta Grossa
4317400,Área Oeste do RS,Subárea de Santiago
4302907,Área Oeste do RS,Subárea de Santa Maria
4117305,Área de SC e PR,Subárea de Ponta Grossa
4314506,Área Leste do RS,Subárea de Bagé
4322202,Área Oeste do RS,Subárea de Santa Maria
4319604,Área Oeste do RS,Subárea de Santa Maria
4120606,Área de SC e PR,Subárea de Cascavel
4311007,Área Leste do RS,Subárea de Pelotas
4322509,Área Leste do RS,Subárea de Pelotas
4318804,Área Leste do RS,Subárea de Pelotas
4315701,Área Leste do RS,Subárea de Pelotas
4113205,Área de SC e PR,Subárea de Ponta Grossa
4104808,Área de SC e PR,Subárea de Cascavel
4312500,Área Leste do RS,Subárea de Pelotas
4119905,Área de SC e PR,Subárea de Ponta Grossa
4109500,Área de SC e PR,Subárea de Curitiba
4119301,Área de SC e PR,Subárea de Cascavel
4311205,Área Oeste do RS,Subárea de Santa Maria
4216503,Área de SC e PR,Subárea de Florianópolis
4307104,Área Leste do RS,Subárea de Pelotas
4316907,Área Oeste do RS,Subárea de Santa Maria
4303509,Área Leste do RS,Subárea de Pelotas
4317707,Área Oeste do RS,Subárea de Santiago
4203600,Área de SC e PR,Subárea de Florianópolis
4311718,Área Oeste do RS,Subárea de Santiago
4305108,Área Leste do RS,Subárea de Pelotas
4314407,Área Leste do RS,Subárea de Pelotas
4302501,Área Oeste do RS,Subárea de Santiago
4119608,Área de SC e PR,Subárea de Cascavel
4300034,Área Leste do RS,Subárea de Bagé
4113700,Área de SC e PR,Subárea de Cascavel
4121703,Área de SC e PR,Subárea de Ponta Grossa
4106456,Área de SC e PR,Subárea de Cascavel
4117602,Área de SC e PR,Subárea de Cascavel
4323002,Área Leste do RS,Subárea de Pelotas
4104428,Área de SC e PR,Subárea de Cascavel
4104402,Área de SC e PR,Subárea de Ponta Grossa
4317004,Área Leste do RS,Subárea de Bagé
4106803,Área de SC e PR,Subárea de Ponta Grossa
4117701,Área de SC e PR,Subárea de Ponta Grossa
4314175,Área Leste do RS,Subárea de Bagé
4313706,Área Oeste do RS,Subárea de Cruz Alta
4311759,Área Oeste do RS,Subárea de Uruguaiana
4112009,Área de SC e PR,Subárea de Ponta Grossa
4126306,Área de SC e PR,Subárea de Ponta Grossa
4306502,Área Leste do RS,Subárea de Pelotas
4210100,Área de SC e PR,Subárea de Ponta Grossa
4306106,Área Oeste do RS,Subárea de Cruz Alta
4119400,Área de SC e PR,Subárea de Ponta Grossa
4127106,Área de SC e PR,Subárea de Ponta Grossa
4203253,Área de SC e PR,Subárea de Florianópolis
4125605,Área de SC e PR,Subárea de Ponta Grossa
4101606,Área de SC e PR,Subárea de Ponta Grossa
4100202,Área de SC e PR,Subárea de Curitiba
4105201,Área de SC e PR,Subárea de Curitiba
4109609,Área de SC e PR,Subárea de Curitiba
4200408,Área de SC e PR,Subárea de Florianópolis
4318903,Área Oeste do RS,Subárea de Santiago
4208104,Área de SC e PR,Subárea de Ponta Grossa
4311304,Área Leste do RS,Subárea de Pelotas
4311155,Área Oeste do RS,Subárea de Cruz Alta
4319158,Área Oeste do RS,Subárea de Santiago
4320800,Área Oeste do RS,Subárea de Santa Maria
4303608,Área Leste do RS,Subárea de Pelotas
4104204,Área de SC e PR,Subárea de Curitiba
4312617,Área Leste do RS,Subárea de Pelotas
4102901,Área de SC e PR,Subárea de Ponta Grossa
4109302,Área de SC e PR,Subárea de Cascavel
4319802,Área Oeste do RS,Subárea de Santa Maria
4128104,Área de SC e PR,Subárea de Cascavel
4117057,Área de SC e PR,Subárea de Cascavel
4318622,Área Leste do RS,Subárea de Pelotas
4127700,Área de SC e PR,Subárea de Cascavel
4318507,Área Leste do RS,Subárea de Pelotas
4118402,Área de SC e PR,Subárea de Cascavel
4105300,Área de SC e PR,Subárea de Cascavel
4215505,Área de SC e PR,Subárea de Florianópolis
4310553,Área Oeste do RS,Subárea de Santiago
4203808,Área de SC e PR,Subárea de Ponta Grossa
4209102,Área de SC e PR,Subárea de Florianópolis
4301875,Área Oeste do RS,Subárea de Uruguaiana
4317608,Área Leste do RS,Subárea de Pelotas
4108502,Área de SC e PR,Subárea de Ponta Grossa
4202602,Área de SC e PR,Subárea de Florianópolis
4114401,Área de SC e PR,Subárea de Cascavel
4203402,Área de SC e PR,Subárea de Florianópolis
4218905,Área de SC e PR,Subárea de Florianópolis
4304655,Área Oeste do RS,Subárea de Santiago
4315503,Área Oeste do RS,Subárea de Santa Maria
4110706,Área de SC e PR,Subárea de Ponta Grossa
4316709,Área Oeste do RS,Subárea de Cruz Alta
4316972,Área Leste do RS,Subárea de Bagé
4203006,Área de SC e PR,Subárea de Ponta Grossa
4313656,Área Leste do RS,Subárea de Pelotas
4304358,Área Leste do RS,Subárea de Bagé
4304200,Área Oeste do RS,Subárea de Santa Maria
4318408,Área Leste do RS,Subárea de Pelotas
4204806,Área de SC e PR,Subárea de Florianópolis
4102000,Área de SC e PR,Subárea de Cascavel
4216800,Área de SC e PR,Subárea de Florianópolis
4105409,Área de SC e PR,Subárea de Cascavel
4200101,Área de SC e PR,Subárea de Florianópolis
4202503,Área de SC e PR,Subárea de Florianópolis
4128625,Área de SC e PR,Subárea de Cascavel
4209706,Área de SC e PR,Subárea de Florianópolis
4125506,Área de SC e PR,Subárea de Curitiba
4110201,Área de SC e PR,Subárea de Cascavel
4311122,Área Leste do RS,Subárea de Pelotas
4110508,Área de SC e PR,Subárea de Ponta Grossa
4127965,Área de SC e PR,Subárea de Cascavel
4215000,Área de SC e PR,Subárea de Ponta Grossa
4319406,Área Oeste do RS,Subárea de Santa Maria
4127007,Área de SC e PR,Subárea de Ponta Grossa
4113734,Área de SC e PR,Subárea de Cascavel
4121000,Área de SC e PR,Subárea de Cascavel
4109708,Área de SC e PR,Subárea de Ponta Grossa
4311130,Área Oeste do RS,Subárea de Santa Maria
4101200,Área de SC e PR,Subárea de Curitiba
4313953,Área Leste do RS,Subárea de Pelotas
4309001,Área Oeste do RS,Subárea de Santiago
4309654,Área Leste do RS,Subárea de Bagé
4211751,Área de SC e PR,Subárea de Florianópolis
4213609,Área de SC e PR,Subárea de Ponta Grossa
4322004,Área Leste do RS,Subárea de Pelotas
4125704,Área de SC e PR,Subárea de Cascavel
4307401,Área Leste do RS,Subárea de Pelotas
4321105,Área Leste do RS,Subárea de Pelotas
4123857,Área de SC e PR,Subárea de Cascavel
4121752,Área de SC e PR,Subárea de Cascavel
4304663,Área Leste do RS,Subárea de Pelotas
4118204,Área de SC e PR,Subárea de Curitiba
4103107,Área de SC e PR,Subárea de Curitiba
4308656,Área Oeste do RS,Subárea de Santiago
4120903,Área de SC e PR,Subárea de Cascavel
4117800,Área de SC e PR,Subárea de Cascavel
4124707,Área de SC e PR,Subárea de Ponta Grossa
4204301,Área de SC e PR,Subárea de Florianópolis
4122206,Área de SC e PR,Subárea de Curitiba
4307500,Área Oeste do RS,Subárea de Santa Maria
4314100,Área Oeste do RS,Subárea de Cruz Alta
4322608,Área Oeste do RS,Subárea de Santa Maria
4105508,Área de SC e PR,Subárea de Cascavel
4127403,Área de SC e PR,Subárea de Cascavel
4103909,Área de SC e PR,Subárea de Cascavel
4302709,Área Leste do RS,Subárea de Pelotas
4114005,Área de SC e PR,Subárea de Cascavel
4128633,Área de SC e PR,Subárea de Curitiba
4106605,Área de SC e PR,Subárea de Cascavel
4301909,Área Leste do RS,Subárea de Pelotas
4316808,Área Oeste do RS,Subárea de Santa Maria
4211892,Área de SC e PR,Subárea de Florianópolis
4110102,Área de SC e PR,Subárea de Ponta Grossa
4212205,Área de SC e PR,Subárea de Ponta Grossa
4123501,Área de SC e PR,Subárea de Cascavel
4128534,Área de SC e PR,Subárea de Ponta Grossa
4104303,Área de SC e PR,Subárea de Cascavel
4200705,Área de SC e PR,Subárea de Florianópolis
4114609,Área de SC e PR,Subárea de Cascavel
4108403,Área de SC e PR,Subárea de Cascavel
4122503,Área de SC e PR,Subárea de Cascavel
4113908,Área de SC e PR,Subárea de Ponta Grossa
4128203,Área de SC e PR,Subárea de Ponta Grossa
4215679,Área de SC e PR,Subárea de Ponta Grossa
4125100,Área de SC e PR,Subárea de Ponta Grossa
4302220,Área Oeste do RS,Subárea de Cruz Alta
4306056,Área Leste do RS,Subárea de Pelotas
4124103,Área de SC e PR,Subárea de Ponta Grossa
4105706,Área de SC e PR,Subárea de Cascavel
4113502,Área de SC e PR,Subárea de Cascavel
4107603,Área de SC e PR,Subárea de Cascavel
4310207,Área Oeste do RS,Subárea de Cruz Alta
4217808,Área de SC e PR,Subárea de Florianópolis
4108650,Área de SC e PR,Subárea de Cascavel
4305306,Área Oeste do RS,Subárea de Cruz Alta
4311106,Área Oeste do RS,Subárea de Santiago
4317509,Área Oeste do RS,Subárea de Santiago
4319125,Área Oeste do RS,Subárea de Santa Maria
4313508,Área Leste do RS,Subárea de Pelotas
4127908,Área de SC e PR,Subárea de Cascavel
4106506,Área de SC e PR,Subárea de Cascavel
